"id","title","vote_average","vote_count","status","release_date","revenue","runtime","budget","imdb_id","original_language","original_title","overview","popularity","tagline","genres","production_companies","production_countries","spoken_languages","cast","director","director_of_photography","writers","producers","music_composer","imdb_rating","imdb_votes","poster_path"
"207","Dead Poets Society","8.3","11212.0","Released","1989-06-02","235900000.0","128.0","16400000.0","tt0097165","en","Dead Poets Society","At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.","60.795","He was their inspiration. He made their lives extraordinary.","Drama","A Steven Haft Production, Witt/Thomas Productions","United States of America","English, Latin","Welker White, Jason Woody, Matt Carey, John Cunningham, Andrew Hill, Kate Kearney-Patch, James Donnell Quinn, Robin Williams, George Martin, Jane Moore, James J. Christy, Hoover Sutton, Robert Gleason, Dylan Kussman, Joe Aufiery, Jonas Stiklorius, James Waterston, Gale Hansen, Colin Irving, Sam Stegeman, Lara Flynn Boyle, Pamela Burrell, Simon Mein, Allison Hedges, Catherine Soles, Allelon Ruggiero, Leon Pownall, Keith Snyder, Craig Johnson, Ashton W. Richards, Steve Mathios, Charles Lord, Alan Pottinger, Richard Stites, Robert J. Zigler III, Robert Sean Leonard, Nicholas K. Gilhool, Norman Lloyd, Kurt Leitner, Debra Mooney, Alexandra Powers, Ethan Hawke, Kevin Cooney, Josh Charles, Kurtwood Smith, Christine D'Ercole, Chris Hull, Melora Walters, John Martin Bradley, Carla Belver, Bill Rowe","Peter Weir","John Seale","Tom Schulman","Tony Thomas, Steven Haft, Paul Junger Witt","Maurice Jarre","8.1","569025.0","/hmGAF5NDoYB6S39UONevjHCESOI.jpg"
"211","Berlin is in Germany","5.4","13.0","Released","2001-11-01","0.0","97.0","0.0","tt0276820","de","Berlin is in Germany","When Martin, a former GDR citizen, is released from jail, he lately becomes confronted with the consequences of the German re-unification.","4.691","","Comedy, Drama","Luna Filmproduktion, Filmstiftung Nordrhein-Westfalen, Ostdeutscher Rundfunk Brandenburg, ZDF, Deutsche Film- und Fernsehakademie Berlin (DFFB)","Germany, Argentina","Deutsch","Tom Jahn, Rainer Reiners, Jörg Schüttauf, Edita Malovčić, Carmen-Maja Antoni, Robin Becker, Valentin Plătăreanu, Robert Lohr, Oscar Martínez, Julia Jäger, Dirk Borchardt","Hannes Stöhr","Florian Hoffmeister","Hannes Stöhr","Gudrun Ruzicková-Steiner","Florian Appl","7.1","1185.0","/vsejIOb5nxF0vJf5RtU6O5u1Dg2.jpg"
"212","Arsenic and Old Lace","7.6","913.0","Released","1944-09-01","0.0","118.0","1120175.0","tt0036613","en","Arsenic and Old Lace","Mortimer Brewster, a newspaper drama critic, playwright, and author known for his diatribes against marriage, suddenly falls in love and gets married;  but when he makes a quick trip home to tell his two maiden aunts, he finds out his aunts' hobby - killing lonely old men and burying them in the cellar!","13.816","She Passed Out On Cary! No Wonder . . . She's just discovered his favorite aunts have poisoned their 13th gentleman friend!","Comedy, Crime","Warner Bros. Pictures","United States of America","English","James Gleason, Charles Lane, Vaughan Glaser, Garry Owen, Edward McWade, Sol Gorss, Priscilla Lane, Spencer Charters, Leo White, Jack Carson, John Ridgely, Raymond Walburn, Raymond Massey, Hank Mann, Josephine Hull, Grant Mitchell, Lee Phelps, Jean Adair, Edward McNamara, Peter Lorre, Cary Grant, Edward Everett Horton, Spec O'Donnell, John Alexander, Chester Clute","Frank Capra","Sol Polito","Philip G. Epstein, Julius J. Epstein, Joseph Kesselring","Frank Capra, Jack L. Warner","Max Steiner, Leo F. Forbstein","7.9","76025.0","/xG1GEEQGgExKl0WT5sRo1Arst5D.jpg"
"213","North by Northwest","8.0","4074.0","Released","1959-07-08","13275000.0","136.0","4000000.0","tt0053125","en","North by Northwest","Advertising man Roger Thornhill is mistaken for a spy, triggering a deadly cross-country chase.","27.864","It's a deadly game of ""tag"" and Cary Grant is ""it""!","Thriller, Adventure","Metro-Goldwyn-Mayer","United States of America","English","Patrick McVey, Lawrence Dobkin, Ralph Reed, Bert Stevens, Alphonso DuBois, Cary Grant, Sally Fraser, Kenner G. Kemp, Monty O'Grady, Frank Wilcox, Wilson Wood, Cosmo Sardo, Carl M. Leviness, Ned Glass, Stuart Hall, Leo G. Carroll, Tom Greenway, Len Hendry, Jimmy Cross, Hans Moebus, Martin Landau, Ernest Anderson, Philip Coolidge, James Mason, Jessie Royce Landis, Finn Zirzow, Adam Williams, Helen Spring, Lloyd Williams, Carl Milletaire, Stanley Adams, James McCallion, Madge Kennedy, Arthur Tovey, Edward Binns, Thomas Martin, Alexander Lockwood, Dale Van Sickel, Nora Marlowe, Bill Catching, Bobby Johnson, Rama Bai, Philip Ober, Harry Seymour, Ken Lynch, Steve Carruthers, Baynes Barron, Malcolm Atterbury, Harry Strang, Eugene Jackson, Scott Seaton, Jack Daly, Andy Albin, Robert Shayne, Paula Winslowe, Jesslyn Fax, Maura McGiveney, Frank Marlowe, Colin Kenny, Jeremy Slate, Tommy Farrell, Jeffrey Sayre, James Gonzalez, Harvey Stephens, Doreen Lang, John Beradino, Edward Platt, Josephine Hutchinson, Paul Genge, Howard Negley, Robert Haines, Bess Flowers, John Damler, Maudie Prickett, John Roy, Robert Ellenstein, Patricia Cutts, Walter Coy, Eva Marie Saint, Robert B. Williams, Adolph Faylauer, Olan Soule, Carleton Young, Stuart Holmes, Brandon Beach, Les Tremayne, Alfred Hitchcock, Dick Johnstone, Don Anderson, Tol Avery, Anne Anderson, Taggart Casey","Alfred Hitchcock","Robert Burks","Ernest Lehman","Alfred Hitchcock","Bernard Herrmann","8.3","353203.0","/8gvfRlVpcKaTVqipXpYOGWBN1aO.jpg"
"214","Saw III","6.4","4484.0","Released","2006-10-26","164876498.0","108.0","10000000.0","tt0489270","en","Saw III","Jigsaw has disappeared. Along with his new apprentice Amanda, the puppet-master behind the cruel, intricate games that have terrified a community and baffled police has once again eluded capture and vanished. While city detective scrambles to locate him, Doctor Lynn Denlon and Jeff Reinhart are unaware that they are about to become the latest pawns on his vicious chessboard.","51.263","Suffering? You haven't seen anything yet...","Horror, Thriller, Crime","Twisted Pictures, Evolution Entertainment, Lionsgate","United States of America","English","Shawnee Smith, Donnie Wahlberg, Billy Parrott, Bill Vibert, Christopher Marren, Paul Gutrecht, Dylan Trowbridge, Sean Sullivan, Alan van Sprang, Brian Paul, Franky G, Mike Butters, Lyriq Bent, Nicholas Kaegi, J. LaRose, Timothy Burd, Kim Roberts, Dina Meyer, Costas Mandylor, Sandy Kellerman, Leigh Whannell, Barry Flatman, Vincent Rother, Dan Sudek, Mark Poyser, Stefan Georgiou, Debra McCabe, Shauna Black, Kelly Jones, Bahar Soomekh, Betsy Russell, Tobin Bell, Darrell Dennis, Mpho Koaho, Niamh Wilson, Zoe Heath, Jane Luk, Larry Yachimec, Angus Macfadyen","Darren Lynn Bousman","David A. Armstrong","Leigh Whannell, James Wan","Peter Block, Leigh Whannell, Daniel J. Heffner, Mark Burg, Stacey Testro, James Wan, Oren Koules, Gregg Hoffman, Jason Constantine","Charlie Clouser","6.2","217638.0","/9pWlgGYoPb0QPOsQTjfDmwMdBc6.jpg"
"215","Saw II","6.6","5338.0","Released","2005-10-28","147748505.0","93.0","4000000.0","tt0432348","en","Saw II","The chilling and relentless Jigsaw killer returns to terrorize the city once again. When a gruesome murder victim emerges with unmistakable traces of Jigsaw's sinister methods, Detective Eric Matthews is thrust into a high-stakes investigation. To his surprise, apprehending Jigsaw seems almost too easy, but what he doesn't realize is that being caught is merely another piece of Jigsaw's intricate puzzle.","33.059","Oh yes... There will be blood.","Horror","Got Films, Twisted Pictures, Evolution Entertainment, Saw 2 Productions, Lionsgate","United States of America","English","Timothy Burd, Beverley Mitchell, Lyriq Bent, Franky G, Noam Jenkins, Tobin Bell, Linette Doherty, Tony Nappo, Donnie Wahlberg, Erik Knudsen, Shawnee Smith, Emmanuelle Vaugier, Leigh Whannell, Vincent Rother, Glenn Plummer, Gretchen Helbig, Kofi Payton, Ho Chow, Dina Meyer, Kelly Jones","Darren Lynn Bousman","David A. Armstrong","Leigh Whannell, Darren Lynn Bousman, James Wan","Mark Burg, Peter Block, Gregg Hoffman, Jason Constantine, Oren Koules, Leigh Whannell, James Wan, Stacey Testro","Charlie Clouser","6.6","283215.0","/AwfBNpkedYcXt9BjGEYZf5g2s37.jpg"
"216","Ali: Fear Eats the Soul","7.7","383.0","Released","1974-03-05","0.0","93.0","130000.0","tt0071141","de","Angst essen Seele auf","Emmi Kurowski, a cleaning lady, is lonely in her old age. Her husband died years ago, and her grown children offer little companionship. One night she goes to a bar frequented by Arab immigrants and strikes up a friendship with middle-aged mechanic Ali. Their relationship soon develops into something more, and Emmi's family and neighbors criticize their spontaneous marriage. Soon Emmi and Ali are forced to confront their own insecurities about their future.","6.587","","Romance, Drama","Tango Film, Filmverlag der Autoren","Germany","العربية, Deutsch","Karl Scheydt, Irm Hermann, Anita Bucher, Margit Symo, Elma Karlowa, Kurt Raab, Brigitte Mira, Hark Bohm, Walter Sedlmayr, Rainer Werner Fassbinder, Marquard Bohm, Barbara Valentin, Doris Mattes, Peter Gauhe, Gusti Kreissl, Lilo Pempeit, El Hedi ben Salem, Katharina Herberg","Rainer Werner Fassbinder","Jürgen Jürges","Rainer Werner Fassbinder","Rainer Werner Fassbinder","Rainer Werner Fassbinder","8.0","24516.0","/5Oru4v8tRUN90JUuM6BNDJoetLt.jpg"
"217","Indiana Jones and the Kingdom of the Crystal Skull","6.0","8235.0","Released","2008-05-21","786636033.0","122.0","185000000.0","tt0367882","en","Indiana Jones and the Kingdom of the Crystal Skull","Set during the Cold War, the Soviets—led by sword-wielding Irina Spalko—are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. Indy is coerced to head to Peru at the behest of a young man whose friend—and Indy's colleague—Professor Oxley has been captured for his knowledge of the skull's whereabouts.","80.224","The adventure continues...","Adventure, Action","Paramount Pictures, Lucasfilm Ltd.","United States of America","English, Deutsch, Pусский","Chris Bryant, Larry Eudene, Chris Todd, Adam Prakop, Igor Jijikine, Philip J. Silvera, Brian Knutson, Kyle Brody, Janet Lopez, Ilya Rockwell, Juan Manuel Mendiola Jr., Amanda Bromberg, Shia LaBeouf, Ken Edling, Josh Mills, Ernie Reyes Jr., Arnold Chon, Pasha D. Lychnikoff, Jonathan Lomma, John H. Tobin, Nito Larioza, David LaVera, Katie Knopf, Martin Dew, John Dixon, Denholm Elliott, Helena Barrett, Carlos Linares, Dianne Zaremba, Emmanuel Todorov, Bogdan Szumilas, Dennis Nusbaum, Sophia Stewart, Kevin Patrick Burke, Sasha Spielberg, Ian Novotny, Erin Frederick, Johanna Monasterios, Maria Luisa Minelli, John Hurt, Ilya Jonathan Zaydenberg, Chuck Maldonado, John Willoughby, Greg Anthony, Karen Allen, T. Ryan Mooney, Tim Camarillo, Adam Kirley, Sean Marrinan, Holland Diaz, Dean Grimes, Steven A. Miller, Ana Maria Quintana, Neil Flynn, Sam Rocco, David St. Pierre, Audi Resendez, Ray Winstone, Fileena Bahris, Jared Christopherson, Jason Roehm, Noelle Bruno, Al Conti, Chet Hanks, Jon Braver, Cate Blanchett, Joe Jagatic, Celia Hemken, Ryan Bair, Andre Alexsen, Errol Sack, Jon Valera, Michael Maddigan, Joel Stoffer, Alexander Kaminer, Paul Thornton, Nicole Luther, Marly Coronel, Andrew Goldfarb, Harrison Ford, Dimitri Diatchenko, Bryan Thompson, Michael J. Jacyna, Jim Broadbent, Brendon John Kelly, Derek Mears, Ted Grossman, Robert Baker, Lee Morrison, Gregory Kudanovych, Anthony Martins, Venya Manzyuk, Alan Dale, Colin Follenweider, Vincent Foster, Ilia Volok, Kevin Collins, Andrew Divoff, Gustavo Hernandez","Steven Spielberg","Janusz Kamiński","Jeff Nathanson, Philip Kaufman, George Lucas, David Koepp","George Lucas, Frank Marshall, Kathleen Kennedy","John Williams","6.2","497400.0","/56As6XEM1flWvprX4LgkPl8ii4K.jpg"
"218","The Terminator","7.7","13121.0","Released","1984-10-26","78371200.0","108.0","6400000.0","tt0088247","en","The Terminator","In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?","100.326","Your future is in its hands.","Action, Thriller, Science Fiction","Hemdale, Pacific Western","United Kingdom, United States of America","English, Español","Al Kahn, Bill W. Richmond, Webster Williams, Dick Miller, Stan Yale, Norman Friedman, John Durban, David Kristin, Greg Robbins, Brad Rearden, Brian Thompson, Linda Hamilton, Ken Fritz, Marianne Muellerleile, Joe Farago, Paul Winfield, Lance Henriksen, Bruce M. Kerner, John Stuart West, James Ralston, Ed Dogans, William Wisher, Darrell Mapson, Earl Boen, Franco Columbu, J. Randolph Harrison, Leslie Morris, Anthony Trujillo, Bill Paxton, Shawn Schepps, Chino 'Fats' Williams, Bess Motta, Tom Oberhaus, Rick Rossovich, Wayne Stone, Hugh Farrington, John E. Bristol, Michael Biehn, Hettie Lynne Hurtes, Philip Gordon, Harriet Medin, Barbara Powers, Patrick Pinney, Tony Mirelez, David Michels, Loree Frazier, Arnold Schwarzenegger, Marian Green","James Cameron","Adam Greenberg","James Cameron, William Wisher, Gale Anne Hurd","Derek Gibson, Gale Anne Hurd, John Daly","Brad Fiedel","8.1","945810.0","/qvktm0BHcnmDpul4Hz01GIazWPr.jpg"
"219","Volver","7.5","1710.0","Released","2006-03-17","85582407.0","121.0","12899867.0","tt0441909","es","Volver","Three generations of women survive the east wind, fire, insanity, superstition and even death by means of goodness, lies and boundless vitality.","10.496","Return.","Comedy, Drama, Romance","El Deseo","Spain","Español","Elvira Cuadrupani, Chus Lampreave, Carlos García Cambero, Mari Franç Torres, Yolanda Ramos, Natalia Roig, Eli Iranzo, Penélope Cruz, Pepa Aniorte, Carlos Blanco, María Alfonsa Rosso, María Isabel Díaz Lago, Concha Galán, Antonio de la Torre, Lola Dueñas, Valeria Vereau, Luis Lattanzi, Carmen Maura, Magdalena Brotto, Agustín Almodóvar, Yohana Cobo, Isabel Ayúcar, Leandro Rivera, Blanca Portillo, Neus Sanz, Mila Espiga, Fanny de Castro","Pedro Almodóvar","José Luis Alcaine","Pedro Almodóvar","Agustín Almodóvar, Esther García","Alberto Iglesias","7.6","108837.0","/m1ZUDGTFtVGE3zjTvF8OiQ9um5e.jpg"
"220","East of Eden","7.6","738.0","Released","1955-04-10","0.0","115.0","0.0","tt0048028","en","East of Eden","In the Salinas Valley in and around World War I, Cal Trask feels he must compete against overwhelming odds with his brother for the love of their father. Cal is frustrated at every turn, from his reaction to the war, how to get ahead in business and in life, and how to relate to his estranged mother.","15.469","The searing classic of paradise lost!","Drama","Warner Bros. Pictures","United States of America","English","Cliff Fields, Max Wagner, Rose Plumer, Hal Taggart, Bette Treadville, Billy Mahan, Frank Baker, John Beradino, Abdullah Abbas, Robert Morris, Lloyd Ford, Patricia Prest, Curt Furberg, Loretta Rush, Lillian West, Effie Laird, Tex Holden, Franklyn Farnum, Henry Rowland, Timothy Carey, Mike Marienthal, Ramsay Hill, Charles Anthony Hughes, Robert Gardett, Ruth Gillis, Lois Smith, Robert Foulk, William Phillips, Gail Kobe, Nick Dennis, Lonny Chapman, John Alban, Joe Brooks, Burl Ives, Julian Rivero, Diana Deane, Harry Cording, Sammy Shack, Al Ferguson, Anna Dewey, Tex Mooney, Chalky Williams, Roger Creed, Earle Hodgins, Wheaton Chambers, James Dean, Sam Harris, Richard Davalos, Barbara Baxley, Raymond Massey, Charles Sherlock, Albert Dekker, John George, Sailor Vincent, Julie Harris, Leonard George, Jack Carr, Sid Troy, Artie Ortego, Edward Clark, Lester Dorr, Ralph Moratz, Darren Dublin, Edward McNally, Mickey Roth, Richard Garrick, Scott Seaton, Ray Dawe, Mario Siletti, Philo McCullough, Harold Gordon, John Halloran, Ken Miller, Paul Nichols, Rose Allen, Diane Howe, Nora Bush, Joe Dougherty, Jo Van Fleet, Bryn Davis, Gil Perkins, Jonathan Haze, Frank Mazzola","Elia Kazan","Ted D. McCord","Paul Osborn, John Steinbeck","Elia Kazan","Leonard Rosenman","7.8","49592.0","/xv1MZVIop0SQqwLUymgE5eb2LFl.jpg"
"221","Rebel Without a Cause","7.5","1601.0","Released","1955-10-27","4500000.0","111.0","1500000.0","tt0048545","en","Rebel Without a Cause","After moving to a new town, troublemaking teen Jim Stark is supposed to have a clean slate, although being the new kid in town brings its own problems. While searching for some stability, Stark forms a bond with a disturbed classmate, Plato, and falls for local girl Judy. However, Judy is the girlfriend of neighborhood tough, Buzz. When Buzz violently confronts Jim and challenges him to a drag race, the new kid's real troubles begin.","15.36","The bad boy from a good family.","Drama","Warner Bros. Pictures","United States of America","English","Chuck Hamilton, Edward Platt, Natalie Wood, Nick Adams, Paul Bryar, Bert Stevens, Frank Mazzola, Dorothy Abbott, House Peters Jr., David McMahon, Nelson Leigh, Dennis Hopper, Skipper Huerta, Corey Allen, Virginia Brissac, Beverly Long, Edward McNally, Nicholas Ray, Gus Schilling, Dick Wessel, Jim Backus, John Close, Jack Simmons, Robert B. Williams, Ralph Moratz, Almira Sessions, Steffi Sidney, Ian Wolfe, Jimmy Baird, Sal Mineo, James Dean, Marietta Canty, Clifford Morris, Ann Doran, Tom Bernard, William Hopper, Rochelle Hudson, Chuck Hicks, Peter Miller, Paul Birch, Jack Grinnage, Robert Foulk","Nicholas Ray","Ernest Haller","Nicholas Ray, Stewart Stern, Irving Shulman","David Weisbart","Leonard Rosenman","7.6","99450.0","/n0oJB5fhcUth9ZbHziwsFuR38gT.jpg"
"222","Berlin: Symphony of a Great City","7.5","117.0","Released","1927-09-23","0.0","69.0","0.0","tt0017668","de","Berlin, die Symphonie der Großstadt","A day in the city of Berlin, which experienced an industrial boom in the 1920s, and still provides an insight into the living and working conditions at that time. Germany had just recovered a little from the worst consequences of the First World War, the great economic crisis was still a few years away and Hitler was not yet an issue at the time.","9.159","","Documentary","Deutsche Vereinsfilm AG, Fox Europa Produktion","Germany","No Language","Paul von Hindenburg","Walter Ruttmann","Robert Baberske, Karl Freund, Laszlo Schäffer, Reimar Kuntze","Walter Ruttmann, Karl Freund, Carl Mayer","Karl Freund","Edmund Meisel","7.6","4879.0","/1APQoI9PKgZtg6PWZjIbr0U7GvZ.jpg"
"223","Rebecca","7.9","1734.0","Released","1940-03-23","7592465.0","130.0","1288000.0","tt0032976","en","Rebecca","Story of a young woman who marries a fascinating widower only to find out that she must live in the shadow of his former wife, Rebecca, who died mysteriously several years earlier. The young wife must come to grips with the terrible secret of her handsome, cold husband, Max De Winter. She must also deal with the jealous, obsessed Mrs. Danvers, the housekeeper, who will not accept her as the mistress of the house.","22.6","The shadow of this woman darkened their love!","Mystery, Romance, Thriller, Drama","Selznick International Pictures","United States of America","English, Français","Nigel Bruce, Lumsden Hare, Philip Winter, William H. O'Brien, Leo G. Carroll, Judith Anderson, Alfred Hitchcock, Melville Cooper, Egon Brecher, Joan Fontaine, Bunny Beatty, George Sanders, Florence Bates, Leonard Carey, Gino Corrado, Reginald Denny, Forrester Harvey, Gladys Cooper, Phyllis Woodward, C. Aubrey Smith, Laurence Olivier, Leyland Hodgson, Edward Fielding, Ronald R. Rondell, Alphonse Martell, Billy Bevan","Alfred Hitchcock","George Barnes","Daphne du Maurier, Michael Hogan, Robert E. Sherwood, Philip MacDonald, Joan Harrison","David O. Selznick","Franz Waxman","8.1","149751.0","/1qz3qUOHnVy7dL7M7G8jSErxE4b.jpg"
"224","Man of Marble","7.1","73.0","Released","1977-02-25","0.0","153.0","0.0","tt0075902","pl","Człowiek z marmuru","A young Polish filmmaker sets out to find out what happened to Mateusz Birkut, a bricklayer who became a propaganda hero in the 1950s but later fell out of favor and disappeared.","12.608","","Drama","Zespół Filmowy ""X""","Poland","Polski","Wiesław Wójcik, Mieczysław Grąbka, Jarosław Kopaczewski, Agnieszka Holland, Juliusz Roland, Witold Holtz, Zdzisław Szymborski, Michał Tarkowski, Jacek Domański, Grzegorz Skurski, Leonard Zajączkowski, Irena Oberska, Edmund Karwański, Jerzy Moniak, Andrzej Seweryn, Zdzisław Kozień, Stefania Kornacka, Bogusław Sobczuk, Andrzej Wykrętowicz, Mariusz Świgoń, Krystyna Zachwatowicz, Stanisław Frąckowiak, Tadeusz Łomnicki, Krystyna Wolańska, Piotr Cieślak, Andrzej Grąziewicz, Dorota Stalińska, Elżbieta Borkowska-Szukszta, Henryk Łapiński, Irena Laskowska, Jerzy Radziwiłowicz, Feliks Falk, Krystyna Janda, Ewa Ziętek, Wiesław Drzewicz, Maciej Rayzacher, Ilona Łepkowska, Krzysztof Kiersznowski, Stanisław Michalik, Zbigniew Płoszaj, Magda Teresa Wójcik, Kazimierz Kaczor, Jacek Lomnicki","Andrzej Wajda","Edward Kłosiński","Aleksander Ścibor-Rylski","","Andrzej Korzyński","7.7","4901.0","/dQWfBHQmdQbcUAeyr0VS1j19uto.jpg"
"225","Man of Iron","6.8","67.0","Released","1981-07-27","0.0","147.0","0.0","tt0082222","pl","Człowiek z żelaza","In Warsaw in 1980, the Communist Party sends disgruntled radio reporter Winkel to Gdańsk to dig up dirt on the shipyard strikers - particularly on Maciek Tomczyk, an independent labour union leader whose father was killed in the December 1970 protests. Posing as sympathetic, Winkel interviews the people surrounding Tomczyk, including his detained wife, Agnieszka.","8.413","","Drama, History","Zespół Filmowy ""X""","Poland","Polski, Magyar","Anna Walentynowicz, Marian Opania, Tadeusz Fiszbach, Zbigniew Buczkowski, Wiesława Kosmalska, Jerzy Kiszkis, Marek Kondrat, Jacek Domański, Krzysztof Machowski, Krzysztof Wieczorek, Irena Kownas, Franciszek Trzeciak, Lech Sołuba, Klemens Mielczarek, Stanisław Staniek, Piotr Suchora, Krzysztof Zaleski, Janusz Gajos, Andrzej Seweryn, Bogusław Sobczuk, Jerzy Popielarczyk, Krystyna Zachwatowicz, Jerzy Trela, Tadeusz Gwiazdowski, Helena Kowalczykowa, Teodor Kudła, Bożena Dykiel, Ludmiła Terlecka, Zbigniew Lis, Jolanta Kozak-Sutowicz, Wojciech Alaborski, Jerzy Radziwiłowicz, Michał Juszczakiewicz, Halina Łabonarska, Stanisław J. Borowczak, Irena Byrska, Krystyna Janda, Witold Kałuski, Jerzy Borowczak, Krzysztof Janczar, Zofia Mayr, Maciej Michalak, Leonard Andrzejewski, Bogusław Linda, Artur Barciś, Jan Szczepański, Magdalena Jarosz, Andrzej Gawroński, Lech Grzmociński, Maja Komorowska, Janusz Zaorski, Janusz Pawlowski, Kazimierz Orzechowski, Marcin Troński, Adam Ferency, Lech Wałęsa, Tatiana Sosna-Sarno, Andrzej Szenajch, Stanisław Michalski","Andrzej Wajda","Edward Kłosiński","Aleksander Ścibor-Rylski","","Andrzej Korzyński","7.3","3893.0","/22wNUqKyz2m6wzAt31f26H8Y433.jpg"
"226","Boys Don't Cry","7.4","1308.0","Released","1999-09-02","11540607.0","118.0","2000000.0","tt0171804","en","Boys Don't Cry","A young transgender man explores his gender identity and searches for love in rural Nebraska.","15.374","A true story about finding the courage to be yourself.","Crime, Drama","Fox Searchlight Pictures, IFC Productions, Killer Films, Hart-Sharp Entertainment","United States of America","English","Brendan Sexton III, Peter Sarsgaard, Cheyenne Rushing, Jackson D. Kane, Taylor Eaves, Stephanie Sechrist, Rob Campbell, Shana McClendon, Jeannetta Arnette, Michael Tripp, Lou Perryman, Craig Erickson, Gabriel Horn, Josh Ridgway, Jerry Haynes, Alison Folland, Paige Carl Griggs, Alicia Goranson, Lisa Renee Wilson, Robert A. Steffenino, Robert Prentiss, Gail Cronauer, Hilary Swank, Libby Villari, Caitlin Wehrle, Joseph Gibson, Christophe Dahlkvist, Gavin Perry, Chloë Sevigny, Michelle Fairbanks, Guilford Adams, Matt McGrath","Kimberly Peirce","Jim Denault","Andy Bienen, Kimberly Peirce","Jeffrey Sharp, Jonathan Sehring, Eva Kolodner, John Sloss, Christine Vachon, Pamela Koffler, Caroline Kaplan, John N. Hart","Nathan Larson","7.5","104950.0","/eB505ycEhFVfMwGglIzXNUyKAIs.jpg"
"227","The Outsiders","7.206","1339.0","Released","1983-03-25","33697647.0","91.0","10000000.0","tt0086066","en","The Outsiders","When two poor Greasers, Johnny and Ponyboy, are assaulted by a vicious gang, the Socs, and Johnny kills one of the attackers, tension begins to mount between the two rival gangs, setting off a turbulent chain of events.","28.829","They grew up on the outside of society. They weren't looking for a fight. They were looking to belong.","Crime, Drama","American Zoetrope","United States of America","English","Darren Dalton, Gailard Sartain, Linda Nystedt, Daniel R. Suhart, Tom Hillmann, William Smith, Emilio Estevez, Leif Garrett, Matt Dillon, Glenn Withrow, John C. Meier, Trey Callaway, Hugh Walkinshaw, Patrick Swayze, C. Thomas Howell, Rob Lowe, Jonnie Parnell, Brent Beesley, S.E. Hinton, Melanie Griffith, Tom Cruise, Ralph Macchio, Teresa Wilkerson Hunt, Ronald Colby, Michelle Meyrink, Sofia Coppola, Diane Lane, Flea, Ed Jackson, Nicolas Cage, Tom Waits, Cam Neely","Francis Ford Coppola","Stephen H. Burum","S.E. Hinton, Kathleen Rowell","Gray Frederickson, Fred Roos, Francis Ford Coppola","Carmine Coppola","7.0","101368.0","/iwbbE0xiOuflxE99gESWC2b5Ohc.jpg"
"228","The Blue Angel","7.3","301.0","Released","1930-04-01","0.0","108.0","0.0","tt0020697","de","Der blaue Engel","Prim professor Immanuel Rath finds some of his students ogling racy photos of cabaret performer Lola Lola and visits a local club, The Blue Angel, in an attempt to catch them there. Seeing Lola perform, the teacher is filled with lust, eventually resigning his position at the school to marry the young woman. However, his marriage to a coquette -- whose job is to entice men -- proves to be more difficult than Rath imagined.","10.751","You Too, Will Be Aroused By Her Intoxicating Beauty! ""This Woman Makes a Man of Dignity a Slave to Love!""","Drama","UFA","Germany","Deutsch","Die Weintraub Syncopators, Carl Ballhaus, Emil Jannings, Marlene Dietrich, Eduard von Winterstein, Ilse Fürstenberg, Wilhelm Diegelmann, Károly Huszár, Wolfgang Staudte, Edith Kiel, Rolf Müller, Friedrich Hollaender, Robert Klein-Lörk, Kurt Gerron, Reinhold Bernt, Gerhard Bienert, Hans Albers, Rosa Valetti, Roland Varno, Hans Roth","Josef von Sternberg","Günther Rittau, Hans Schneeberger","Robert Liebmann, Karl Vollmöller, Heinrich Mann, Carl Winston, Carl Zuckmayer, Josef von Sternberg","Erich Pommer","Friedrich Hollaender","7.7","16669.0","/3FStCU5ipNGmwASfHVP282IO39z.jpg"
