"id","title","vote_average","vote_count","status","release_date","revenue","runtime","budget","imdb_id","original_language","original_title","overview","popularity","tagline","genres","production_companies","production_countries","spoken_languages","cast","director","director_of_photography","writers","producers","music_composer","imdb_rating","imdb_votes","poster_path"
"473","Pi","7.1","2188.0","Released","1998-07-10","3221152.0","84.0","60000.0","tt0138704","en","Pi","A mathematical genius discovers a link between numbers and reality, and thus believes he can predict the future.","18.202","Faith in chaos.","Mystery, Drama, Thriller","Harvest Filmworks, Plantain Films, Protozoa Pictures, Truth & Soul","United States of America","English","Sean Gullette, Mark Margolis, Oren Sarch, Scott Franklin, Ari Handel, Tom Tumminello, Lloyd J. Schwartz, Pamela Hart, David Tawil, Clint Mansell, Isaac Fried, J.C. Islander, Henri Falconi, Joanne Gordon, Lauren Fox, Ray Seiden, Samia Shoaib, Richard Lifschutz, Sal Monte, Chris Johnson, Kristyn Mae-Anne Lao, Abraham Aronofsky, Ajay Naidu, Peter Cheyenne, Stephen Pearlman, Stanley B. Herman, David Strahlberg, Espher Lao Nieves, Ben Shenkman","Darren Aronofsky","Matthew Libatique","Sean Gullette, Darren Aronofsky, Eric Watson","Eric Watson, Randy Simon","Clint Mansell","7.3","188088.0","/fJA22FjlAW8rzrOw9Mwanl6oTc9.jpg"
"475","Bonnie and Clyde","7.5","1595.0","Released","1967-08-14","50700000.0","111.0","2500000.0","tt0061418","en","Bonnie and Clyde","In the 1930s, bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.","22.957","They’re young… they’re in love… and they kill people.","Crime, Drama","Tatira-Hiller Productions, Warner Bros.-Seven Arts","United States of America","English","Dub Taylor, Ken Mayer, Michael J. Pollard, Clyde Howdy, Warren Beatty, Faye Dunaway, Ann Palmer, Gene Wilder, Owen Bush, Mabel Cavitt, Estelle Parsons, Denver Pyle, Evans Evans, Patrick Cranshaw, Russ Marker, Gene Hackman","Arthur Penn","Burnett Guffey","Robert Benton, David Newman","Warren Beatty","Charles Strouse","7.7","122703.0","/sCSQFK9kMsprT4jgWqgw82dT6WI.jpg"
"476","Drugstore Cowboy","7.1","531.0","Released","1989-10-20","4700000.0","102.0","2500000.0","tt0097240","en","Drugstore Cowboy","Portland, Oregon, 1971. Bob Hughes is the charismatic leader of a peculiar quartet, formed by his wife, Dianne, and another couple, Rick and Nadine, who skillfully steal from drugstores and hospital medicine cabinets in order to appease their insatiable need for drugs. But neither fun nor luck last forever.","12.101","Sooner or later, someone will pay the price.","Drama, Crime","Avenue Pictures","United States of America","English","Grace Zabriskie, Eric Hull, James Remar, Max Perlich, William S. Burroughs, Kelly Lynch, Ted D'Arms, Matt Dillon, George Catalano, John Kelly, Stephen Rutledge, Gus Van Sant, Janet Baumhover, Neal Thomas, Roger Hancock, Michael Parker, Robert Lee Pitchlynn, Ray Monge, Heather Graham, Beah Richards, James Le Gros","Gus Van Sant","Robert D. Yeoman","James Fogle, Gus Van Sant, Daniel Yost","Karen Murphy, Nick Wechsler, Cary Brokaw","Elliot Goldenthal","7.2","41689.0","/2bQXK39axyedUL6DE1pzdMYgAw1.jpg"
"479","Shaft","6.0","1254.0","Released","2000-06-15","107626125.0","99.0","46000000.0","tt0162650","en","Shaft","New York police detective John Shaft arrests Walter Wade Jr. for a racially motivated slaying. But the only eyewitness disappears, and Wade jumps bail for Switzerland. Two years later Wade returns to face trial, confident his money and influence will get him acquitted -- especially since he's paid a drug kingpin to kill the witness.","18.096","Still the man, any questions?","Action, Adventure, Crime, Thriller","Paramount Pictures, Scott Rudin Productions, New Deal Productions, Shaft Productions, Munich Film Partners & Company (MFP) GHS Productions","Germany, United States of America","English, Español, Deutsch","Ahmed Al-Khan, Mekhi Phifer, Francisco 'Coqui' Taveras, Chris Orr, Universal, Capital Jay, Myron Primes, Lou Torres, Josef Sommer, Lynne Thigpen, Daniel von Bargen, Evan Farmer, Dawn Robinson, Samuel L. Jackson, Johanna Estevez, Christina Rouner, Busta Rhymes, Luis Torres, Riley G. Matthews, Jr., Roman Rivera, Tony Rhune, John Wojda, John Singleton, Lawrence Taylor, Mercedes Mercado, Joan Baker, John Elsen, Zach Grenier, John E. Mack, Nicholas J. Coleman, Jeffrey Wright, Lanette Ware, Lisa Cooley, John Cunningham, Jerome Preston Bates, Philip Bosco, Henry G. Thomas, Richard Cocchiaro, Nik Pjeternikaj, Joe Quintero, Peter Stickles, Mark Zeisler, Peter McRobbie, Richard Roundtree, Richard Barboza, Ron Castellano, Ruben Santiago-Hudson, Deirdre Lovejoy, Travis Brandon Rosa, Pat Hingle, Christian Bale, Amer Al-Khan, Selena Mars, Matthew Wallace, Vanessa Williams, Kevin O'Donnell, Dorian Missick, Preston Thomas, Brian Oswald Talbot, Gano Grills, Louie Leonardo, Gordon Parks, Carl Low, Carson Grant, Catherine Kellner, Elizabeth Banks, Gabe Castillo, Scott Lucy, Mary Ann Hannon, Nadine Mozon, Deacon Ledges, Sixto Ramos, Angela Pietropinto, Will Chase, William H. Burns, Gloria Reuben, Bonz Malone, Andre Royo, Freddie Ricks, Mustafa Shakir, Doug Hutchison, Al Thompson, F. Valentino Morales, Stu 'Large' Riley, Rashid Feleyfel, Ann Ducati, Todd Fredericks, Toni Collette, Sonja Sohn, Lee Tergesen, Cue Shepherd, Fidel Vicioso, Isaac Hayes, Jeff Branson, Caprice Benedetti, Thomas Mejia, Philip Rudolph, Dan Hedaya, Christopher Orr, Marshall T. Broughton","John Singleton","Donald E. Thorin","Richard Price, Shane Salerno, Ernest Tidyman, John Singleton","Scott Rudin, John Singleton, Mark Roybal, Adam Schroeder, Steve Nicolaides, Paul Hall","David Arnold, Isaac Hayes","6.0","81700.0","/5ncvnNPaN73cOqD4muE413sSOyY.jpg"
"480","Monsoon Wedding","6.8","196.0","Released","2001-08-30","30000000.0","114.0","1200000.0","tt0265343","hi","Monsoon Wedding","As the romantic monsoon rains loom, the extended Verma family reunites from around the globe for a last-minute arranged marriage in New Delhi. This film traces five intersecting stories, each navigating different aspects of love as they cross boundaries of class, continent and morality.","10.161","The rain is coming... and so is the family.","Comedy, Drama, Romance","IFC Films, Mirabai Films, Paradis Films, Pandora Filmproduktion, iDream Productions, Key Film Productions, Orfeo Films","France, Germany, India, Italy, United States of America","English, हिन्दी","Randeep Hooda, Lavanya Prabhu, Nishi Singh Bhadli, Sameer Arya, Ram Kapoor, Rajeev Suri, Rumaan Kidwai, Rajeev Bal, Kulbhushan Kharbanda, Lillete Dubey, Rajat Kapoor, Jas Arora, Inderjit B., Parvin Dabas, Shubhro Bhattacharya, Deepak Kumar Bandhu, Milan Moudgill, Sabrina Dhawan, Paritosh Sand, Vijay Raaz, Nilambari Chintamani, Mohini Mathur, Sharda Desoares, Veetu Mehta, Gita Chopra, Neelu Khanna, Kemaya Kidwai, Neha Dubey, Vimla Bhushan, Vasundhara Das, Mithva Krishen, Kamini Khanna, Reena Singh, Sahira Nair, Rahul Vohra, Pankaj Jha, Chitvan Singh, Renuka, Himani Dehlvi, Rimlu Gyani, Ishaan Nair, Motilal Khare, Vikram S. Nair, Sonali Singh, Jyotsana Laroiya, Priya Chopra, Tillotama Shome, Raman Chawla, Ambar C. Kapoor, Aparna Sarin, Ira Pandey, Naseeruddin Shah, Natasha Rastogi, Rajiv Gupta, Soni Razdan, Shefali Shah, Urvashi Nair, Roshan Seth, Dibyendu Bhattacharya","Mira Nair","Declan Quinn","Sabrina Dhawan","Jonathan Sehring, Mira Nair, Robyn Aronstam, Caroline Kaplan, Caroline Baron","Mychael Danna","7.3","26968.0","/ssPEdeYOjqKQ94opigkFXXXvK6l.jpg"
"481","7 Virgins","5.891","64.0","Released","2005-10-14","0.0","86.0","0.0","tt0461894","es","7 vírgenes","Tano is 16-years-old and is already sitting in jail. In 48 hours he’s a free man and off to the wedding of his brother. In the two days he recounts his neighborhood in a section of Sevilla.","8.261","","Drama","Tesela Producciones Cinematográficas, La Zanfoñia Producciones","Spain","Español","Juan José Ballesta, Loles León, Manuel Rodríguez, Muriel, Iride Barroso, Jesús Carroza, Alba Rodríguez, Vicente Romero Sánchez, Antonio Dechent","Alberto Rodríguez","Álex Catalán","Alberto Rodríguez, Rafael Cobos","José Antonio Félez, Gervasio Iglesias","Julio de la Rosa, Miguel Ángel Hernando Trillo","6.3","2429.0","/aIGNKsJFfaxIOtxjcLT0uy1HBLU.jpg"
"482","Shaft","6.4","358.0","Released","1971-06-25","12121618.0","100.0","1125000.0","tt0067741","en","Shaft","Cool black private eye John Shaft is hired by a crime lord to find and retrieve his kidnapped daughter.","11.927","The mob wanted Harlem back. They got Shaft...up to here.","Action, Crime, Thriller","Shaft Productions, Metro-Goldwyn-Mayer","United States of America","English","Gonzalo Madurga, Clee Burtonya, Camille Yarbrough, Lawrence Pressman, Joseph Leon, Gwenn Mitchell, Al Kirk, Dennis Tate, James Hainesworth, Ricardo Brown, Jon Richards, Benjamin R. Rixson, Margaret Warncke, Christopher St. John, Lee Steele, Adam Wade, Paul Nevens, Robin Nolan, Ron Tannas, Joe Pronto, Eddie Barth, Richard Roundtree, Donny Burks, Edmund Hashim, Tony King, Victor Arnold, Tommy Lane, Betty Bresler, Drew Bundini Brown, Arnold Johnson, Gertrude Jeannette, Ed Bernard, Antonio Fargas, Sherri Brewer, Damu King, Moses Gunn, Alan Weeks, Rex Robbins, Charles Cioffi, Dominic Barto, Glenn Johnson, Shimen Ruskin, George Strus","Gordon Parks","Urs Furrer","John D.F. Black, Ernest Tidyman","Stirling Silliphant, David Golden, Roger H. Lewis, Ernest Tidyman, Joel Freeman","Isaac Hayes, J.J. Johnson","6.6","21566.0","/yJChPuu2V339IiDPQDHeIh1SYpA.jpg"
"483","Wild at Heart","7.0","1598.0","Released","1990-08-17","14569027.0","125.0","9500000.0","tt0100935","en","Wild at Heart","After serving prison time for a self-defense killing, Sailor Ripley reunites with girlfriend Lula Fortune. Lula's mother, Marietta, desperate to keep them apart, hires a hitman to kill Sailor. But he finds a whole new set of troubles when he and Bobby Peru, an old buddy who's also out to get Sailor, try to rob a store. When Sailor lands in jail yet again, the young lovers appear further than ever from the shared life they covet.","14.083","A wild and crazy love story.","Crime, Thriller, Romance","Samuel Goldwyn Company, Propaganda Films, PolyGram Filmed Entertainment","United States of America","English","Peter Bromilow, Calvin Lockhart, Glenn Walker Harris Jr., Lisa Ann Cabasa, Crispin Glover, Freddie Jones, Daniel Quinn, Gregg Dandridge, Ed Wright, Nicholas Love, Sally Boyle, Eddy Dixon, Jack Nance, Pruitt Taylor Vince, Frank A. Caruso, John Lurie, Mia M. Ruiz, Frances Bay, Cage S. Johnson, Laura Dern, Billy Swan, Diane Ladd, Sherilyn Fenn, Koko Taylor, Valli Leigh, David Patrick Kelly, Blair Bruce Bever, Brent David Fraser, Charlie Spradling, Darrell Zwerling, William Morgan Sheppard, Harry Dean Stanton, Sheryl Lee, Nicolas Cage, Marvin Kaplan, Isabella Rossellini, Willem Dafoe, Frank Collison, Grace Zabriskie, Debra Lamb, J.E. Freeman","David Lynch","Frederick Elmes","Barry Gifford, David Lynch","Monty Montgomery, Sigurjón Sighvatsson, Michael Kuhn, Steve Golin","Angelo Badalamenti","7.2","103164.0","/uLUFI5sJIfWrBUWB2Y1dEuyvvVy.jpg"
"488","The African Queen","7.3","940.0","Released","1952-01-07","10750000.0","105.0","1000000.0","tt0043265","en","The African Queen","At the start of the First World War, in the middle of Africa’s nowhere, a gin soaked riverboat captain is persuaded by a strong-willed missionary to go down river and face-off a German warship.","18.814","The greatest adventure a man ever lived… with a woman!","Romance, Adventure","United Artists, Independent Film Distributors, Romulus Films","United Kingdom, United States of America","English, Kiswahili","Katharine Hepburn, Peter Bull, Humphrey Bogart, Peter Swanwick, Walter Gotell, Robert Morley, Theodore Bikel, Richard Marner","John Huston","Jack Cardiff","John Huston, C. S. Forester, James Agee","John Woolf, Sam Spiegel","Allan Gray","7.7","85672.0","/2Ypg0KhQfFYWILelvHGtSHHR0dk.jpg"
"489","Good Will Hunting","8.2","12321.0","Released","1997-12-05","225900000.0","127.0","10000000.0","tt0119217","en","Good Will Hunting","When professors discover that an aimless janitor is also a math genius, a therapist helps the young man confront the demons that are holding him back.","68.329","Some people can never believe in themselves, until someone believes in them.","Drama","Miramax, Lawrence Bender Productions, Be Gentlemen Limited Partnership","United States of America","English","Michael Arthur, James Allodi, Scott William Winters, John Mighton, Rob Lynds, Dan Washington, Joe Cannon, Rob Lyons, Matt Mercier, Ben Affleck, Casey Affleck, Ralph St. George, Patrick O'Donnell, Harmony Korine, Barna Moricz, David Eisner, Steven Kozlowski, Ann Matacunas, Kevin Rushton, Jessica Morton, Alison Folland, Colleen McCauley, Frank Nakashima, Robert Talvano, Richard Fitzpatrick, Christian Harmony, Thomas Lundy, Vik Sahay, Cole Hauser, Derrick Bridgeman, Matt Damon, Jimmy Flynn, Libby Geller, Bruce Hunter, Minnie Driver, Daniel Olsen, Philip Williams, Jennifer Deathe, Shannon Egleson, Francesco Clemente, Chas Lawther, Riva Di Paola, Stephen L'Heureux, Robin Williams, Stellan Skarsgård, George Plimpton, Chris Britton, Rachel Majorowski, Paul McGillicuddy","Gus Van Sant","Jean-Yves Escoffier","Ben Affleck, Matt Damon","Su Armstrong, Lawrence Bender, Harvey Weinstein, Jonathan Gordon, Bob Weinstein","Danny Elfman","8.3","1103090.0","/bABCBKYBK7A5G1x0FzoeoNfuj2.jpg"
"490","The Seventh Seal","8.188","2966.0","Released","1957-02-16","0.0","96.0","0.0","tt0050976","sv","Det sjunde inseglet","When disillusioned Swedish knight Antonius Block returns home from the Crusades to find his country in the grips of the Black Death, he challenges Death to a chess match for his life. Tormented by the belief that God does not exist, Block sets off on a journey, meeting up with traveling players Jof and his wife, Mia, and becoming determined to evade Death long enough to commit one redemptive act while he still lives.","20.309","The story of a challenge to death","Fantasy, Drama","SF Studios","Sweden","svenska","Ulf Johansson, Lena Bergman, Uno Larsson, Bibi Andersson, Catherine Berg, Siv Aleros, Mona Malm, Ragnar Sörman, Gordon Löwenadler, Lars Granberg, Erik Strandmark, Gun Hammargren, Bengt Ekerot, Tor Isedal, Karl Widh, Gunnel Lindblom, Lars Lind, Bertil Anderberg, Georg Skarstedt, Tor Borong, Benkt-Åke Benktsson, Helge Sjökvist, Fritjof Tall, Gunlög Hagberg, Åke Fridell, Lennart Lilja, Gunnar Björnstrand, Gösta Prüzelius, Nils Poppe, Bengt Gillberg, Inga Landgré, Max von Sydow, Monica Lindman, Josef Norman, Anders Ek, Harry Asklund, Inga Gill, Nils Whiten, Lennart Tollén, Caya Wickström, Sten Ardenstam, Tommy Karlsson, Gudrun Brost, Maud Hansson, Gunnar Olsson","Ingmar Bergman","Gunnar Fischer","Ingmar Bergman","Allan Ekelund","Erik Nordgren","8.1","203127.0","/j6z3c6dGXtPHUATJX8J7Y70mM1S.jpg"
"491","Ghettokids - Brüder ohne Heimat","8.0","6.0","Released","2002-07-04","0.0","90.0","0.0","tt0301343","de","Ghettokids - Brüder ohne Heimat","Two trouble-causing brothers, who in the second generation after World War II Germany live, are in the center of this German made for TV movie. The movie makes a subject out of their everyday lives and the helpless attempt for them to build a normal life.","0.927","","Drama, TV Movie","","Germany","Deutsch, ελληνικά, Türkçe","Julia Dietze, Barbara Rudnik, Ioannis Tsialas, Renate Becker, Günther Maria Halmer, Toni Osmani","Christian Wagner","Jürgen Jürges","Gabriela Sperl","Bernd Burgemeister","Fabian Römer","6.3","160.0",""
"492","Being John Malkovich","7.414","4309.0","Released","1999-10-29","22863596.0","113.0","13000000.0","tt0120601","en","Being John Malkovich","One day at work, unsuccessful puppeteer Craig finds a portal into the head of actor John Malkovich. The portal soon becomes a passion for anybody who enters its mad and controlling world of overtaking another human body.","22.467","Ever wanted to be someone else? Now you can.","Comedy, Drama, Fantasy","PolyGram Filmed Entertainment, Propaganda Films, Single Cell Pictures","United States of America","Français, English","Sylvester Jenkins, Jacqueline Benoît, Jessica Neuberger, Catherine Keener, John Cusack, Charlie Sheen, Flori Wyler, Sara Rifkin, Chelsa Sjostrom, Mary Kay Place, Roy C. Johnson, Yetta Ginsburg, Sean Penn, Pamela Hayden, Ned Bellamy, Christine D. Coleman, David Fincher, Mariah O'Brien, Judith Wetzell, K.K. Dodds, Daniel Hansen, Ralph W. Spaulding, Neil Ross, James Murray, Carlos Jacott, Christine Krejer, Brad Pitt, Kelly Teacher, Kevin Lee, Audrey Gelfund, Yvonne Montelius, William Buck, Eddie J. Low, John Malkovich, Jennifer Canzoneri, Denise Dabrowski, Willie Garson, Erica Long, Jayne Hess, David Wyler, Charlene Grimsley, W. Earl Brown, Orson Bean, Octavia Spencer, Elizabeth Rivera, Kristie Cordle, Kristin Condon, Richard Fancy, Reggie Hayes, Cameron Diaz, Gerald Emerick, Madison Lanc, Patti Tippo, Bill M. Ryusaki, Jeanne Diehl, Kevin Carroll, Marlowe Bassett, Michelle Madden, Greg O'Neill, Gregory Sporleder, Eric Weinstein, Byrne Piven, Bill Wittman","Spike Jonze","Lance Acord","Charlie Kaufman","Vincent Landay, Michael Kuhn, Michael Stipe, Steve Golin, Sandy Stern, Charlie Kaufman","Carter Burwell","7.7","358292.0","/xVSvIwRNzwXSs0CLefiiG6A96m4.jpg"
